Unnamed: 0,Unnamed: 0.1,名称,别名,Taste,Type,Function,Effect,摘自,Unnamed: 9
11035,4232,毛芋头薯蓣,missing,温、甘,肾、肝,舒筋活血,用腰膝酸软、萎弱无力、肢麻拘挛、筋骨疼痛症,《新华本草纲要》,missing
11036,4234,密叶苔草,山马鞭,凉、苦,心、膀胱,清热利尿,用淋证、小便不利、淋病或淋证、烧灼伤,《中国高等植物图鉴》,missing
11037,4236,蜜疣菝葜,missing,温、甘,脾、肝,利湿解毒、消肿止痛,湿、毒为患而致的泄泻、痢疾、淋病、疔疮、痈疽、肿毒、痔疮、跌打损伤、局部肿胀、青紫、瘀血疼痛,《中国植物志》,missing
11038,4239,木苹果,missing,平、甘,胃、脾,健脾开胃,食积停滞、消化不良、脾虚证,《植物分类学报》,missing
11039,4241,猫儿菊,"黄金菊,车格车里",平、淡,脾、肾、肝,利水消肿,水肿,《中国高等植物图鉴》,missing
11040,4244,密花柴胡,missing,寒、苦、辛,心、三焦、肝,疏散退热、舒肝解郁、升举阳气,外感发热肝郁胁肋胀痛、头痛、月经不调及痛经等症,《中国植物志》,missing
11041,4245,美丽猕猴桃,两广猕猴桃,寒、苦,肝,清热解毒,骨髓炎、痧毒、斑痧热症、痈疮、发背、疔疖,《海南植物志》,missing
11042,4246,蒙古苍耳,好您一章古,温、辛,肺、肾、肝,散风通窍、透疹止痒,鼻渊、头痛、外感风寒、麻疹、风疹瘙痒风寒头痛、鼻窦炎、风湿痹痛、皮肤湿疹、瘙痒,《东北植物检索表》,missing
11043,4248,毛臂形草,missing,平、甘,膀胱、肾,清热利尿,小便赤涩、便秘,《广州植物名录》,missing
11044,4254,蒙自豆腐柴,"筋骨散,黄香根",凉、苦、甘,脾、肾、肝,祛湿濡筋、缓急止痛,风湿痹阻经络、关节疼痛筋软无力等可各种痛证,《云南植物志》,missing
11045,4257,木鳖根,missing,寒、苦、甘,心、肝,消炎解毒、消肿止痛,疗火热毒盛、留滞肤表之痈疽疮疡、无名肿毒、亦可疗痰饮积聚、气血郁滞所致瘰疬痰核、瘿瘤,missing,missing
11046,4260,马鞭石斛,"流苏石斛,旱马棒,马鞭杆,大黄草",寒、甘,胃、肾,养胃生津、滋阴除热益肾养肝,热病伤津或胃阴不足、舌干口渴、阴虚津亏、虚热不退、目赤、流泪、腰膝软弱,《新华本草纲要》,missing
11047,4263,茅膏菜根,"落地珍珠,铁秤锤,土地子,一粒金丹,陈伤子,山砒霜,泥里珠,寸金黄,一滴金丹,铁钮子,地下明珠,地下珍珠,内宝珠",平、涩、甘、毒,脾、肾,祛风通络、除湿杀虫,筋骨疼痛、腰痛、偏头痛、疟疾、翳障、跌打损伤,《江西民间草药》,missing
11048,4264,美味牛肝菌,"百牛肝,山乌茸",温、淡,脾、肝,益肝健脾,月经不调、脾虚胃弱,《滇南本草》,missing
11049,4265,马鞍藤根,missing,苦、辛,肺、心,清热止痛、祛风除湿,风火牙痛、关节风湿痛、流火、湿疹,《福建民间草药》,missing
11050,4266,墨地,missing,平、涩、甘、酸、毒,肺、胃、脾、肝,健脾理气、调经安胎、止咳平喘、清热止痢,腹痛、呕吐、月经不调、痛经、流产、哮喘、痢疾,《四川中药志》,missing
11051,4267,毛叶老牛筋,"线叶蚤缀,细毛蚤缀",寒、甘,胃、肝,退虚热、清疳热,阴虚发热、劳热骨蒸、盗汗等证小儿虫积发热、腹大、消瘦、口渴、眼红等肝疳之证,《中国高等植物图鉴-补编》,missing
11052,4275,木本胡枝子皮,missing,温、苦、辛,胃,祛风除湿,治风湿关节痛,《福建民间草药》,missing
11053,4279,美丽凤毛菊,"漏子多吾	",寒、苦,肺、心,清热解毒、祛风,咽喉肿痛、流感、麻疹、荨麻疹,《陕甘宁青中草药选》,missing
11054,4284,墨吉对虾,大明虾 ,温、咸、甘,胃、脾、肾,健脾和胃、补肾壮阳、益气愈疮,用脾胃虚弱、食纳减少、脘腹胀满、大便溏薄、四肢不温、形体消瘦用肾阳虚、腰腿酸软、形寒畏冷、面色不华、遗精滑精、阳萎早泄用气虚不足、疮疡久溃不敛,《中国药用动物志》,missing
11055,4286,棉毛紫菀,"厚棉紫菀,江松美多",寒、苦,肺、心、胃,清热解毒,可火热郁内所致发热、神昏谵语、大便秘结或溏稀；火热毒盛之痈疽疮疖、热毒疮疡、乳痈、肺痈、肠痈等症,《青藏高原药物图鉴》。,missing
11056,4288,蚂蝗七,"红蚂蝗七,石螃蟹	",凉、苦、毒,肺、胃、脾,健脾和中、清热除湿、消肿止痛,胃痛、小儿疳积、肝炎、跌打损伤,《广西药植名录》,missing
11057,4294,蒙自栒子,"华西栒子,爬山虎,铺地蜈蚣,野苦梨",凉、苦,心、肾,消肿解毒、补肾壮阳,恶疮肿毒、虫蛇咬伤、痈疽疮疖、肾阳虚衰、遗尿、早泄、阳萎、遗精,《中国植物志》,missing
11058,4297,猫花,"蜂糖罐,蜂糖花,来江藤,描咪花,蜜桶花,蜂蜜果,铁林杆,小白叶,叶上花,野连翘",凉、苦、涩、毒,大肠、肝,祛风利湿、清热止血,风湿、浮肿、泻痢、黄疸、吐血、心悸、骨髓炎,"《四川中药志》,《贵州民间药物》",missing
11059,4298,马桑绣球,"对月花,白马桑,甜茶,凉皮树,踏皮树",寒、甘,大肠、脾,健脾利湿、清暑止渴,慢性痢疾、腹泻、中暑,《植物分类学报》,missing
11060,4299,毛地锦,missing,寒、苦、辛,心、肝,清热利湿、解毒消肿、健脾开胃、活血止血,湿热黄疸、湿热痢疾、妇人白带下有腥臭味等证痈疽疮疡、无名中毒、瘀肿疼痛、虫蛇咬伤等证、痢疾、通乳、小儿疳积、小儿腹胀、高血压小儿脾虚所致食积停滞、胸脘胀满、消化不良、小儿疳积等症吐血、衄血、外伤出血、以及外伤所致各种出血症、均可疗兼有通乳之功,《东北常用中草药》,missing
11061,4301,马面魨,"剥皮鱼,面包鱼,橡皮鱼",寒、苦、咸,大肠、小肠、胃、肝,解毒止血、消肿解毒,大肠湿热大便脓血及感受疫毒大便脓血乳痈、乳腺炎、肿胀疼痛、伴寒战高烧、舌质红赤、苔薄黄而干、脉滑数者,《中国药用动物志》,missing
11062,4302,蔓荆子叶,白背叶,寒、苦、辛,脾,祛风胜湿、消肿止痛,刀伤止血、跌打损伤、风湿疼痛,《岭南采药录》,missing
11063,4303,毛叶胡椒,玉溪天仙藤,温、辛,胃、肝,温中止痛、温经通络,肠胃有寒、脘腹疼痛、呕吐、腹泻、风寒湿痹、关节疼痛、风湿性关节炎、胃脘痛,《新华本草纲要》,missing
11064,4305,蒙古黄芪,"白皮芪,混其曰",温、甘,肺、脾、肾,补气固表、托毒生肌、利水退肿,气短心悸、乏力、虚脱、自汗、盗汗、体虚浮肿、慢性肾炎、久泻、脱肛、子宫脱垂、痈疽难溃、疮口久不愈合,《中国主要植物图说·豆科》,missing
11065,4307,蒙古芯芭,光药大黄花,missing,膀胱、肾、肝,祛风除湿、清热利尿、凉血止血,风湿热痹、血热妄行之吐血、衄血、咳血、便血、风湿性关节炎、月经过多、外伤出血、肾炎水肿、黄水疮等证,《内蒙古植物志》,missing
11066,4313,马来熊骨,missing,missing,missing,祛风除湿,风湿痹痛、脚膝痿软、大骨节病、亦可四肢拘挛、关节不利、及肝肾不足所致的下肢无力,《中国药用动物志》,missing
11067,4314,绵毛风毛菊,missing,寒、苦,胆、肝,清热利湿,湿热、黄疸,《甘肃中草药手册》,missing
11068,4315,毛苞雪莲,雪莲,温、淡、酸,肾、肝,壮阳补血、暖宫调经,阳痿、肾阳虚、白带、月经不调、腹部冷痛、宫寒不孕等、不孕症,《甘肃中草药手册》,missing
11069,4317,米面翁,九层皮,寒、苦,脾、肝,清热解毒祛、湿止痒,皮肤痈疽及无名肿毒皮肤瘙痒及蜂、虫螫痛,《中国树木分类学》,missing
11070,4318,猫儿屎果,missing,凉、平、甘、辛,肺、大肠,润肌养肤、解毒疗疮,皮肤瘙痒、阴痒、肛门炎、皮肤皲裂,《贵州草药》,missing
11071,4322,马草,烂衣草,平、淡、毒,大肠、脾,解毒杀虫,铜钱癣、发丹,《贵州民间药物》,missing
11072,4324,毛枝青风,"毛叶青风,平脉椆,楣柴树,理博树,埋哥当牧",温、苦、涩,大肠,涩肠止泻、解毒截疟,腹泻、疟疾,《中国高等植物图鉴-补编》,missing
11073,4330,马蹄细辛,"山牛蒡,水葫芦",温、辛,肺,散寒镇痛、补虚,关节痛、头痛、跌打损伤,《贵州民间药物》,missing
11074,4332,绵毛橐吾,missing,温、苦,肺、肝,温肺定喘、散瘀止痛,哮喘、咳嗽、嗽痰等本品入肺经、且性温、有温肺定喘的功能、故用肺寒、咳嗽、寒痰、寒喘尤宜跌打损伤、闪挫伤等本品味苦能泻闭、性温能通、故有活血散瘀、温通经络的功效、故之,《四川凉山州中草药资源普查名录》,missing
11075,4334,猕猴梨,"圆枣子,藤梨,洋桃藤",凉、涩、淡,胃、脾、肝,健胃、清热、利湿,消化不良、呕吐、腹泻、黄疽、风湿关节痛,《福建民间草药》,missing
11076,4335,脉叶木蓝,missing,凉、苦,肾、肝,止血、驳骨消肿,外伤出血、骨折,《中国主要植物图说》,missing
11077,4336,马瓞儿,"老鼠担冬瓜,野苦瓜,扣子草,老鼠拉冬瓜,老鼠拉金瓜",凉、甘、淡,脾、肝,消肿拔毒、清肝利水、消食化积,鱼口便毒、痈疮疖肿、皮肤湿疹、咽喉肿痛、腮腺炎、尿路感染、结石、急性结膜炎、小儿疳积,"《植物名实图考》,《常用中草药手册》,《救荒本草》",missing
11078,4338,毛叶瘦量草,"岩青菜,水泡草,爬岩烟,一匹大",平、辛,肝,续伤消肿,跌打损伤、闪挫金伤、扭伤、外伤疼痛、瘀血肿胀等,《新华本草纲要》,missing
11079,4339,麻腐,胡麻腐,平、甘,脾、肾,益肾养髓、解毒润肠,头晕、耳鸣、耳聋、精血亏虚、便秘,"《药镜》,《纲目》",missing
11080,4346,梅花鲨,梅花鲨鱼,寒、咸、甘,肺、胃,清肺养阴、益胃生津,肺热阴虚、热病伤津、舌干口渴、食欲不振、胃病、肺病,《中国药用动物志》,missing
11081,4347,买麻藤,"买子藤,驳骨藤,大节藤,乌骨风,麻骨风,黑藤,鸡节藤,鹤膝风,小木米藤,脱节藤,竹节藤,接骨藤",温、苦,肺、肝,祛风除湿、活血散瘀、止咳化痰,跌打损伤、风湿骨痛、鹤膝风风寒咳嗽,"《本草纲目拾遗》,《职方典》,《南方主要有毒植物》",missing
11082,4348,糜穰,missing,热、辛、毒,心,祛风止痒,脚气、瘙痒,《广济方》,missing
11083,4350,马蹄草,missing,温、甘、辛,肺、脾,活血透疹,发痧、跌打损伤、扭伤,《浙江天目山药植志》,missing
11084,4354,膜叶星蕨,"大风草,爬山姜,断骨粘,宝剑草,光石韦,鸡脚莲,岩姜七",寒、苦,心、膀胱、肾、肝,利尿通淋、凉血止血、散瘀止痛,用膀胱热壅、小便不利、尿痛、尿频、尿急、尿色黄赤对血热妄行所致吐血、衄血、咳血、尿血等、有一定疗效用跌打损伤、瘀血留聚、局部青紫疼痛、或痈疽疮疖、肿胀焮红、久不溃散,《中国蕨类植物图谱》,missing
11085,4355,马皮,missing,温、甘、辛,肺、脾,祛风止痒,小儿赤秃、牛皮癣,《滇南本草》,missing
11086,4357,马甲子叶,missing,凉、苦,心、肝,清热解毒,眼热痛、痈疽溃脓,《南宁市药物志》,missing
11087,4358,毛叶欧李,显脉欧李,平、苦、辛,大肠、小肠,润肠通便、利水消肿,肠燥便秘、水肿腹满、脚气浮肿、水肿,《中国高等植物图鉴》,missing
11088,4361,毛葶苈,missing,寒、苦、辛,肺、膀胱,泻肺平喘、利水消肿,痰涎壅滞、肺热咳喘的实证、水肿实证、胸腹积水、小便不利等、哮喘,《中国高等植物图鉴》,missing
11089,4362,蒙自赤杨,"桤木,旱冬瓜树,水冬瓜树,蒙自桤木",寒、凉、苦、涩,肺、大肠、膀胱,清热解毒、舒筋活络、利水消肿,细菌性痢疾、腹泻、风湿骨痛、跌打骨折,《贵州草药》,missing
11090,4364,毛蒌,"小毛蒌,小墙风,野芦子,绒毛胡椒",温、辛,missing,行气止痛、祛风活血,风湿性痹痛、风寒头痛、胃脘痛、疝气、痛经、跌打损伤,《广西本草选编》,missing
11091,4365,毛竹叶椒,missing,温、辛,肺、胃、肝,温中散寒、祛风除湿、消肿解毒,胃寒冷痛、喜按喜热饮、胸腹胀痛、胃寒呕吐、风寒湿痹、关节游走疼痛、腰膝冷痛、手足拘挛、感冒头痛等症、瘀血肿胀、跌打损伤、痈疽疮疡、虫蚊咬伤、风湿性关节炎、感冒头痛,《植物分类学报》,missing
11092,4369,毛叶荚蒾,厚绒荚蒾,温、辛,肾,祛风除湿,风湿骨痛、风寒湿痹阻关节、风湿性关节炎,《中国高等植物图鉴》,missing
11093,4370,毛蕊草报春,missing,平、苦,心、肝,散瘀解毒、接骨止痛,跌打损伤、骨折、瘀阻肿痛、咽喉痛、乳腺炎,《中国高等植物图鉴》,missing
11094,4375,美登木,missing,温、苦、辛,肝,活血化瘀,症瘕积聚,《新华本草纲要》,missing
11095,4376,马来熊胆,missing,寒、苦、咸,胆、肝,清热利湿、息风止痉、消热明目、杀虫敛疮,湿热黄疸、或暑泻有冷热利湿之效小儿惊痫肝热目赤肿痛、羞明或生翳障等证疔痔、恶疮、以收杀虫敛疮之功,《中国药用动物志》,missing
11096,4377,毛叶石楠根,"邓向观根,糯米珠",平、苦,大肠,清热利湿,泻痢,《贵州民间药物》,missing
11097,4380,毛头鬼伞,"毛头鬼盖,鸡腿蘑,毛鬼伞,鬼盖,地盖,地芩,鬼伞",平、苦,心、胃,健脾和胃、清心醒神,胃痛、食少纳呆、消化不良等头晕、头眩、头痛,《新华本草纲要》 <br/>,missing
11098,4381,闽浙马尾杉,"青丝龙,阳痧草,阴痧草,晒不死,地松杉",寒、苦,肺、大肠,清热燥湿、退热消炎,疗泄泻、头痛、高热、咳嗽,《云南植物研究》,missing
11099,4383,木芙蓉根,missing,凉、苦,肺、心、肝,清热燥湿、止咳化痰,痈肿、秃疮、臁疮、咳嗽气喘、妇女白带,《滇南本草图说》,missing
11100,4385,毛相思子,"毛鸡骨草,牛甘藤,油甘藤,蜻蜒藤",凉、甘、淡,心、肝,清热解毒、祛风除湿、健胃消积,痈疽疮疡、乳痈、咽喉肿痛、肝胆实热、肺热咳嗽等证痹证偏于湿重者、肢体关节重着、痛处固定不移、风湿骨痛、食滞胀闷、脘腹疼痈、小儿疳积、风湿性关节炎,《广州植物志》,missing
11101,4387,美冠兰,missing,平、涩,肝,止血定痛,跌打损伤、血瘀疼痛、外伤出血、痈疽疮疡、虫蛇咬伤,《云南种子植物名录》,missing
11102,4388,莽草,"芒草,葞,春草,石桂,红桂,鼠莽",温、辛、毒,肺、肝,祛风杀虫、破积消肿,头风、痈肿、皮肤麻痹、瘰疬、乳痈、喉痹、疝瘕、癣疥、秃疮、风虫牙痛,"《神农本草经》,《山海经》,《吴普本草》,《本草图经》,《尔雅·释草》,《梦溪笔谈》,《本草》,《纲目》,《琐碎录》",missing
11103,4389,帽兰,missing,凉、苦、辛、毒,肾、肝,舒筋活血,跌打损伤、风湿麻木,《四川中药志》,missing
11104,4392,密齿酸藤子,"打虫果,米汤果",平、苦,大肠、胃,杀虫消积,虫积腹痛、蛔虫病、绦虫病,《云南植物志》,missing
11105,4394,毛木耳,五木耳,平、甘,肺、肾、肝,补益气血、润肺止咳、止血,气血两亏、肺虚咳嗽、咳嗽、咯血、吐血、衄血、崩漏及痔疮出血等,《新华本草纲要》,missing
11106,4395,美丽秋海棠,missing,寒、苦、辛,肝,消肿解毒,跌打损伤、腰肌劳损、虫蛇咬伤,《中国高等植物图鉴》,missing
11107,4400,木本胡枝子叶,missing,寒、苦,胃、脾,解毒消痈,治痈疽发背,《福建民间草药》,missing
11108,4402,毛裂蜂斗菜,"葫芦叶,旱荷叶,冬花",平、甘,肺,止咳化痰,咳嗽、咳痰寒证、热证皆可,《中国高等植物图鉴》,missing
11109,4403,绵石栎,"多穗柯,多穗石柯,大叶桐子,绵柯,刚板栗,羊角栎,绵槠,青皮刚,大青风,灰桐,桐木,桐栗,甜茶",平、甘,肺、大肠,清热利湿、清热解毒、补肾助阳,湿热痢疾、皮肤瘙痒等证、痈疽恶疮、外感发热等虚损,《中国树木志》,missing
11110,4405,毛药,"红丝线,血见愁,野苦菜,野花毛辣角",凉、淡、毒,肺、脾,清热解毒,火疔、狂犬咬伤,《贵州民间药物》,missing
11111,4408,猫乳,"长叶绿柴,山黄,鼠矢枣",平、苦,脾、肾,补益脾肾,虚劳、疥疮,《中国高等植物图鉴》,missing
11112,4409,母猪半夏,"三步莲,岩芋,独叶半夏,红半夏,山半夏,小独脚莲",热、麻、毒,心、肾,散瘀解毒,乳腺炎、颈淋巴结核、肿毒,《昆明民间常用草药》 ,missing
11113,4411,蚂蝗草,"通奶草,光叶小飞杨",平、辛、淡,肝,通乳、利水、疗癣生肌,乳汁不下、小便不利、水肿、疥癣、刀伤,《新华本草纲要》,missing
11114,4412,密叶决明,missing,平、苦、甘,大肠,泻下导滞,便秘,《广州植物志》,missing
11115,4413,毛花点草,"透骨消,波丝草,雪药",凉、苦、辛,肺,清热解毒,疮毒、痱疹,《贵州草药》,missing
11116,4418,蒙花皮,"大金腰带,白花瑞香,金腰带,毛瑞香,紫茎瑞香	",平、苦、辛、毒,肾、肝,祛风除湿、活血止痛,风湿关节痛、坐骨神经痛、跌打损伤,《常用中草药单方验方选编》,missing
