Name,Label,Other_Name,Taste,Type,Effect,Treat
猪骨,10,0,涩、平,肺、肾、大肠,昌渴、解毒、杀虫、止痢,"['消褐', '肺结核', '下痢', '疮癣']"
中华蹄盖蕨,10,0,微苦、凉,肺、大肠,清热、解毒、驱虫,"['流感', '麻疹', '乙脑', '流脑', '钩虫病', '蛔虫病']"
赤小豆芽,10,0,甘、微凉,肝、肾、大肠,清热、解毒、止血、安胎,"['肠风便血', '肠痈赤白痢疾', '任娠胎漏']"
醋柳果,10,沙枣、大尔卜兴,温、酸、涩,肝、胃、大肠、小肠,活血、散瘀、化痰、宽胸、补脾、健胃,"['跌打损伤', '瘀肿', '咳嗽痰多', '呼吸困难', '消化不良']"
止泻木皮,10,止泻树,苦、凉,大肠,行气、止痢、杀虫,"['痢疾', '肠胃胀气']"
皂荚子,10,皂角子、皂子、皂儿、皂角核,辛、温,肺、大肠,润燥、通便、祛风、消肿,"['大便爆结', '肠风下血', '下痢里急后重', '疝气', '瘰疬', '肿毒', '疮癣']"
照山白,10,万经棵、铁石茶、白镜子、万斤、照白杜鹃、达里、达子香、兰荆、药芦,酸、辛、温,心、肺、大肠,0,"['支气管炎', '痢疾', '产后身痛', '骨折']"
山枝仁,10,芭豆、崖花子、榨木仁、土连翘、广枝仁,平、苦、涩,肺、脾、大肠,清热、生津、止渴,"['虚热心烦', '口渴咽痛', '泻痢后重', '倦怠乏力']"
诃子叶,10,0,苦、微涩、平,肺、胃、大肠,隆气、化痰、止泻痢,"['痰咳不止', '外泻', '外痢']"
匙叶草,10,海赤芍、海萝卜、海金花、土地榆、红客妈叶、红虾蟆叶,苦、微寒,肺、肝、大肠,活血、化瘀、清热、止咳,"['腹内血瘀痞块', '劳伤咳嗽']"
紫藤子,10,紫藤豆、藤花子、紫金藤子、土木鳖、藤萝子,甘、微温,肝、胃、大肠,活血、通络、解毒、驱虫,"['筋骨疼痛', '腹痛吐泻', '小儿蛲虫病']"
草牡丹,10,牡丹藤,辛、平,肝、大肠,祛风、除湿、止泻痢、消痈、消肿,"['风湿性关节痛', '腹泻', '痢疾', '结核性溃疡']"
粘人花根,10,0,涩、苦、温,肺、大肠,润肺、止咳、驱虫,"['肺结核咳嗽', '盗汗', '喘咳', '产后胎盘滞留', '蛔虫病']"
茶油,10,楂油、拌树子油、茶子油,甘、凉,大肠,0,['用作注射用茶油的原料及软膏基质']
茱苓草,10,0,苦、平,肝、大肠、膀胱,调经、活血、清热、利尿,"['月经不调', '痛经', '崩漏', '白带', '痢疾腹痛', '小便不利']"
油柑叶,10,丝叶、余甘子叶,甘、微苦、凉,心、肝、大肠,清热、解毒、利湿、消肿,"['口疮', '疔疮', '湿疹', '皮炎', '水肿', '高血压', '毒蛇咬伤', '跌打损伤']"
竹叶椒,10,土花椒[湖南、上海]、山花椒[广东]、野花椒[四川]、狗花椒、花胡椒、搜山虎、野花椒、臭花椒、三叶花椒、山胡椒、玉椒、山花椒、鸡椒、白总管、万花针、岩椒,辛、温,肺、大肠,散寒、止痛、祛蛔,"['胃寒及蛔虫腹痛', '牙痛', '湿疮']"
棕榈,10,棕衣树、棕树、陈棕、棕板、棕骨、棕皮,苦、涩、平,肺、肝、大肠,收涩、止血,"['吐血', '衄血', '尿血', '便血', '崩漏下血']"
大火草根,10,野棉花根、土白头翁、大头翁,苦、温,肺、大肠,化痰、散瘀、截疟、杀虫,"['疮疖痈肿', '顽癣', '秃疮', '疟疾', '痢疾', '劳伤咳喘', '小儿疳疾', '跌打损伤']"
鹤虱,10,鹄虱、鬼虱、北鹤虱,苦、辛、平,脾、胃、大肠,杀虫、消积,"['蛔虫病', '晓虫病']"
大腹皮,10,槟榔皮、大腹毛、茯毛、槟榔衣、大腹绒、槟榔壳大腹毛,辛、微温,脾、胃、大肠、小肠,下气、宽中、行水,"['脘腹痞胀', '脚气', '水肿']"
山刺梨,10,刺梨根、绢毛蔷薇、色瓦,甘、酸、涩、平,脾、大肠,健脾、助运、止痢,"['积食腹胀', '肠鸣腹泻']"
地蜂子,10,蜂子芪、山蜂子、软梗蛇扭、毛猴子、独脚伞、独脚委陵菜、三爪金、地蜘蛛、铁枕头、三叶翻白草、狼牙委陵菜、铁秤砣、铁钮子、播丝草、白里金梅、三片风、地风子、三叶蛇子草、三叶翻白菜、三叶薄扇、三叶蛇莓、大花假蛇莓、三张叶、蜂子七、土蜂子、大救驾、地骨造、独立金蛋,甘、温,肺、大肠、胃、肝,清热、解毒、止痛、止血,"['肠炎', '痢疾', '牙痛', '胃痛', '腰痛', '胃肠出血', '月经过多', '产后或流产后出血过多', '骨髓炎', '跌打损伤', '外用创伤出血', '骨结核', '烧烫伤', '毒蛇咬伤']"
蓖麻子,10,萆麻子、蓖麻仁、大麻子、红大麻子,甘、辛、平,大肠、肺,消肿、拨毒、泻下、通滞,"['痈疽肿毒', '喉痹', '瘰疬', '大便燥结']"
打破碗花花,10,野棉花、湖北秋牡丹、拐角七、清水胆、一把爪、野棉花根、大头翁、山棉花、秋芍药,苦、辛、凉,脾、胃、大肠,清热、利湿、解毒、杀虫、消肿、散瘀,"['痢疾', '泄泻', '疟疾', '蛔虫病', '疮疖痈肿', '瘰疬', '跌打损伤']"
红曲,10,红曲霉、紫红曲霉、红大米、红糟、赤曲、红米、福曲、丹曲、红槽,甘、温,肝、脾、大肠,消食、和胃、活血、止痛、健脾、燥胃,"['饮食停滞', '胸膈满闷', '消化不良']"
半边旗,10,半边蕨、单片锯、半边牙、半边梳、半边风药、甘草蕨、甘草凤尾蕨、半边莲、半凤尾草、凤凰尾巴草、单边旗,苦、辛、凉,肝、大肠,止血、生肌、解毒、消肿,"['吐血', '外伤出血', '发背', '疔疮', '跌打损伤', '目赤肿痛']"
刺萼悬钩子,10,黄琐梅、小红袍,淡、苦、平,肝、肺、大肠,清热、利湿、活血、调经,"['痢疾', '肠风下血', '黄疸', '肾炎水肿', '筋骨疼痛', '扭伤', '月经不调', '小儿百日咳', '黄水疮']"
黑顶卷柏,10,红骨草、马尾草、百叶草、鸡脚草,淡、涩、平,肺、胃、大肠,凉血、解毒、止痛,"['麻疹', '痢疾', '咳血', '吐血', '外伤出血', '胸痛', '胃痛', '跌打损伤']"
刺齿凤尾蕨,10,半边双、半边旗,苦、涩、凉,肝、大肠,清热、解毒、祛瘀、凉血,"['痢疾', '泄泻', '痄腮', '风湿痹痛', '跌打损伤', '痈疮肿毒', '毒蛇咬伤']"
败酱,10,鹿肠、鹿首、马草、泽败、鹿酱、酸益、苦菜、苦蘵、野苦菜、苦猪菜、苦斋公、豆豉草、豆渣草、白苦爹、苦苴、败酱草、野苦菜；苦斋公；豆豇草；豆渣草；观音菜；白苦爹、苦叶菜、萌菜、女郎花,苦、平,胃、大肠、肝,清热、解毒、活血、排脓,"['肠痈', '肺痈', '痈肿', '痢疾', '产后瘀滞腹痛']"
柏子仁,10,柏实、柏子、柏仁、侧柏子,甘、平,心、肾、大肠,养心、安神、润肠、通便,"['惊悸', '失眠', '遗精', '盗汗', '便秘']"
蓖麻油,10,0,甘、辛、平,肺、大肠,滑肠、润肤,"['肠内积滞', '腹胀', '便秘', '疥癣癣疮', '烫伤']"
鞭叶铁线蕨,10,岩虱子、有尾铁线蕨、过山龙、旱猪棕草、黑鸡脚、孔雀尾、两头根、黑脚蕨、尾铁线蕨、大猪毛七,苦、平,大肠、肾,清热、解毒、利水、消肿,"['痢疾', '水肿', '小便淋浊', '乳痈', '烧烫伤', '毒蛇咬伤', '口腔溃疡']"
长叶实蕨,10,三叉剑、单刀石韦、三角枫、三步跳、鸭公尾,淡、凉,肺、肝、肾、大肠,清热、止咳、凉血、止血,"['肺热咳嗽', '咯血', '痢疾', '烧烫伤', '毒蛇咬伤']"
罂粟嫩苗,10,0,甘、平,大肠,除热、润燥、开胃、厚肠,['泻痢']
扁豆根,10,0,苦、涩、平,大肠、膀胱,消暑、化湿、止血,"['暑湿泄泻', '痢疾', '淋浊', '带下', '便血', '痔疮', '漏管']"
扁豆藤,10,0,甘、微温、平,心、大肠,化湿、和中,['暑湿吐泻不止']
蝇子草,10,银柴胡[陕西]、土桔梗[陕西眉县]、脱力草、粘蝇草、野蚊子草、鹤草、洒线花、沙参、粘蝇花、苍蝇花、土桔梗、银柴胡、蚊子草、白接骨丹、水白参、白花壶瓶、小叶鲤鱼胆、瞿麦沙参、八月白、白花瞿麦、小仙桃草、白葫芦、蛇王草、消浮参、白花石竹、瘰疬根、本瞿麦、旧麦,辛、涩、凉,大肠、膀胱,清热、利湿、解毒、消肿,"['痢疾', '肠炎', '外用蝮蛇咬伤', '扭挫伤', '关节肌肉酸痛']"
装饰卷柏,10,缘毛卷柏、毛鹿卷柏、大理卷柏,微苦、凉,胃、胆、大肠,清热、利湿、通经、活络,"['肝炎', '胆囊炎', '痢疾', '肠炎', '肺痈', '风湿性关节炎', '烫火伤']"
吕宋果,11,加穵弄、宝豆、苦果、加挖弄,苦、寒,脾、胃,解毒、消肿、杀虫、止痛,"['腹痛泻痢', '疟疾', '小儿蛔虫', '刀伤出血', '头疮', '痔疮', '蛇虫咬伤']"
苦芥,11,青菜、苦菜、紫苦菜,苦、寒,脾、胃、膀胱,清热、凉血、利尿、消积,"['高热', '小便不利', '积滞内停', '脘腹胀痛']"
蕤仁,11,蕤核、蕤子、白桵仁、棫仁、美仁子、白挼仁、单花扁核木、蕤李子、山桃、小马茹子、蕤核仁,甘、寒,肝,养肝、明目、疏风、散热,"['目赤肿痛', '睑弦赤烂', '目暗羞明']"
合萌叶,11,0,甘、寒,肝,解毒、消肿、止血,"['痈肿疮疡', '创伤出血', '毒蛇咬伤']"
向日葵花盘,11,向日葵花托、向日葵饼、葵房、葵花盘,甘、寒,肝,清热、平肝、止痛、止血,"['高血压', '头痛', '头晕', '耳鸣', '脘腹痛', '痛经', '子宫出血', '疮疹']"
海螺,11,瓷螺、交螺、海窝窝、海牛牛、假猪螺、顶头螺、菠螺、红螺,甘、寒,肝,清热、明目,"['目痛', '心腹热痛']"
甘蔗,11,红甘蔗、薯蔗、干蔗、接肠草、竿蔗、糖梗,甘、寒,肺、胃,清热、生津、润燥、和中、解毒,"['烦热', '消渴', '呕哕反胃', '虚热咳嗽', '大便燥结', '痈疽疮肿']"
豪猪肚,11,0,甘、寒,肝、肾,清热、利湿,"['黄疸', '水肿', '脚气', '奔豚']"
鸡脚刺,11,刺黄芩、刺小檗、三颗针、压妹刺、刺黄连、九莲小檗、鸡足黄连,苦、寒,肝、脾、胃,清热、解毒,"['泄泻', '痢疾', '湿热黄疸', '眼赤肿痛', '疮毒']"
桑椹子,11,桑实、葚、乌椹、文武实、黑椹、桑枣、桑葚子、桑粒、桑果,甘、酸、寒,肝、肾,滋阴、养血、生津、润肠,"['肝肾不足和血虚精亏的头晕目眩', '腰酸耳鸣', '须发早白', '失眠多梦', '津伤口渴', '消渴', '肠燥便秘']"
寒莓根,11,0,苦、酸、寒,肝、肾,清热、解毒、活血、止痛,"['胃痛吐酸', '黄疸肝炎', '吐泻', '白带', '痔疮']"
报春花,11,橡只玛尔布,苦、寒,肝、胆、脾、胃,清热、燥湿、泻肝、胆火、止血,"['小儿高热抽风', '急性胃肠炎', '痢疾']"
金兰,11,桠雀兰、头蕊兰,甘、寒,肝,清热、泻火、解毒,"['咽喉肿痛', '牙痛', '毒蛇咬伤']"
毛枝鱼藤,11,0,苦、辛、寒,肝,消肿、止痛,['跌打肿痛']
肾精子,11,0,甘、咸、寒,膀胱,化石、通淋,['尿路结石']
甘蕉根,11,0,甘、涩、寒,足阳明,清热、凉血、解毒,"['热喘', '血淋', '热疖痈肿']"
叶象花,11,草本一品红、一品红、箭叶叶上花、细叶叶上花、叶上花,苦、涩、寒,肝,调经、止血、接骨、消肿,"['月经过多', '跌打损伤', '骨折']"
桑椹,11,葚、桑实、乌椹、文武实、黑椹、桑枣、桑葚子、桑果、桑粒、桑藨,甘、寒,肝、肾,补肝、益肾、熄风、滋液,"['肝肾阴亏', '消渴', '便秘', '目暗', '耳鸣', '瘰疬', '关节不利']"
孔雀尾,11,凤尾蕨、青旗草、见血生、碎叶金花、退血草、地侧柏、小凤尾草、细金鸡尾、细叶野鸡尾、细叶路鸡、地柏枝,苦、寒,胆、胃,清热、解毒、排脓、消肿,"['感染', '咽喉肿痛', '诸高疮痈肿']"
板蓝根,11,大蓝根、大青根、靛青根、蓝靛根、靛根,苦、寒,肝、胃,清热、解毒、凉血、利咽,"['温毒发斑', '舌绛紫暗', '痄腮', '喉痹', '烂喉丹痧', '大头瘟疫', '丹毒', '痈肿']"
萹蓄,11,扁蓄、大萹蓄、鸟蓼、扁竹、竹节草、猪牙草、道生草、竹、萹竹、萹茿、畜辩、萹蔓、地萹蓄、编竹、扁畜、粉节草、扁竹蓼、乌蓼、大蓄片、野铁扫把、路柳、疳积药、斑鸠台、蚂蚁草、猪圈草、桌面草、路边草、七星草、铁片草、扁猪牙、残竹草、妹子草、大铁马鞭、地蓼、牛鞭草、萹、蓄辩、萹蓄蓼、百节、百节草、铁绵草、扁猪牙萹蓄,苦、寒,膀胱,利尿、清热、杀虫,"['热淋', '癃闭', '黄疸', '阴蚀', '白带', '蛔虫', '疳积', '痔肿', '湿疮']"
苦丁茶,11,毛叶黄牛木、黄浆果、土茶、茶盖、角刺茶,甘、苦、寒,肝、肺、胃,散风、散热、清头目、除烦渴,"['头痛', '齿痛', '目赤', '聤耳', '热病烦渴', '痢疾']"
空青,11,青油羽、青神羽、杨梅青,甘、酸、寒,肝,明目、去翳、利窍,"['青盲', '雀目', '翳膜内障', '赤眼肿痛', '中风口歪', '手臂不仁', '头风', '耳聋']"
车前子,11,车前实、虾蟆衣子、猪耳朵穗子、凤眼前仁,甘、寒,肾、膀胱,清热、利尿、渗湿、通淋、明目、祛痰,"['水肿胀满', '热淋涩痛', '暑湿泄泻', '目赤肿痛', '痰热咳嗽']"
苜蓿根,11,土黄耆,苦、寒,肝、肾,清湿热、利尿,"['黄疸', '尿路结石', '夜盲']"
海金沙草,11,竹园荽、迷离网、鸡胶莽、斑鸠窝、左篆藤、金线风、破网巾、黄金塔、左转藤、罗网藤、须须药、黑透骨、铁脚仙、乱头发、铁线藤、蔓蔓藤、虾蟆藤、纺车藤、金金藤、见根藤、藤吊丝、牛斗茜、磨菇藤、塞窦藤、扫把藤、天仙草、松筋草、鼎擦藤、毛须藤、黑须草、满天云、硬筋藤、牛西藤、金线藤、攀谷藤、海金沙藤、吐丝草、鸡脚藤、爬古藤、洗碗藤、爬墙蕨、金砂蕨、西牛藤,甘、寒,小肠、膀胱、肝,清热、解毒、利水、通淋,"['尿路感染', '尿路结石', '白浊带下', '小便不利', '肾炎水肿', '湿热黄疸', '感冒发热', '咳嗽', '咽喉肿痛', '肠炎', '痢疾', '烫伤', '丹毒']"
海南海金沙,11,0,淡、寒,膀胱,清热、利尿,"['砂淋', '热淋', '血淋', '水肿', '小便不利', '痢疾', '火眼', '风湿疼痛']"
绿豆芽,11,豆芽菜,甘、寒,胃、三焦,清热、消暑、解毒、利尿,"['暑热烦渴', '酒毒', '小便不利', '目翳']"
剪刀股,11,鸭舌草、鹅公英、假蒲公英、蒲公英,苦、寒,胃、肚、肾,清热、解毒、利尿、消肿,"['肺脓疡', '咽痛', '目赤', '乳腺炎', '痈疽疮疡', '水肿', '小便不利']"
茜草,11,锯锯藤、拉拉秧、活血草、红茜草、四轮车、挂拉豆、红线草、小血藤、血见愁、四轮草、拉拉蔓、小活血、过山藤、茹藘、茹卢本、茅搜、藘茹、搜、茜根、蒨草、地血、牛蔓、芦茹、过山龙、地苏木、活血丹、红龙须根、沙茜秧根、五爪龙、满江红、九龙根、红棵子根、拉拉秧子根、小活血龙、土丹参、四方红根子、红茜根、入骨丹、红内消,苦、寒,肝,凉血、止血、祛瘀、通经,"['吐血', '衄血', '崩漏', '外伤出血', '经闭瘀阻', '关节痹痛', '跌扑肿痛']"
白花射干,11,冷水丹,苦、辛、寒,肺、胃、肝,行血、通关节、利尿、泻下、催吐、清热、解毒、活血、消肿,"['咽喉肿痛', '肝炎', '胃痛', '乳腺炎', '牙龈肿痛']"
牛奶莓,11,红腺悬钩子、高脚红毛饭消扭、虎泡、七月泡、灯笼泡、马泡、红刺苔,苦、寒,肝、肾、胃,0,"['妇女产后寒热', '腹痛', '食欲不振']"
白骨走马,11,茸骨鹧鸪花、绒果海木,苦、寒,肝、胃,杀虫、燥湿、止痒、止血,"['蛔虫腹痛', '下肢溃疡', '疥疮', '湿疹瘙痒', '外伤出血']"
盒子草,11,黄丝藤、葫篓棵子、天球草、鸳鸯木鳖、盒儿藤、龟儿草、合子草、水荔枝、无白草、马瓜包儿、匍丝网草、打破碗子藤、野瓜藤、汤罐头草、野苦瓜、湿疹草,苦、寒,肾、膀胱,利尿、消肿、清热、解毒,"['肾炎水肿', '湿疹', '疮疡肿毒']"
铅灰,11,黑锡灰,苦、甘、寒,肝、肾,杀虫、解毒、消积,"['瘰疬', '虫积', '疮毒', '鼠瘘']"
铅,11,黑铅、青金、乌锡、铅精、水锡、素金、黑金、水中金、青铅、黑锡、金公、乌铅,甘、寒,肝、肾,镇逆、坠痰、杀虫、解毒,"['痰气塑逆', '上盛下虚', '气短喘急', '噎膈反胃', '瘿瘤', '瘰疬', '疔毒', '恶疮']"
芭蕉根,11,芭蕉头,甘、寒,胃、脾、肝,清热、解毒、止渴、利尿,"['热病', '烦闷消渴', '痈肿疔毒', '丹毒', '崩漏', '淋浊', '水肿', '脚气']"
绛梨木根,11,嚼连根、孟子根、黑龙须、铁包金、鹿角刺根、绿皮刺根,苦、寒,脾、胃、肾,消食、行水、去痪,"['食积饱胀', '水肿臌胀', '月经停闭']"
马槟榔,11,屈头鸡、水槟榔、马大白、紫槟榔、太极子、马金南、马金囊、山槟榔,甘、寒,脾、胃、肺,清热、解渴、催产,"['热病口渴', '咽喉炎', '恶疮肿毒', '难产']"
泡泡草,11,尖叶棘豆、山泡泡、羚羊蛋,辛、寒,肝,清热、解毒,"['感冒', '咽喉痛', '疮疖痈肿', '瘰疬结核', '急慢性湿疹']"
八月札,11,燕蓄子、畜蓄子、拿子、桴棪子、覆子、木通子、八月瓜、八月炸、野毛蛋、冷饭包、野香蕉、羊开口、玉支子、腊瓜、畜葍子、八月楂、压惊子、预知子、八月果、百日瓜、牵藤瓜、拉拉果、野香交,甘、寒,肝、胃,舒肝、理气、活血、止痛、除烦、利尿,"['肝胃气痛', '胃热食呆', '烦渴', '亦白痢疾', '腰痛', '胁痛', '疝气', '窟经', '子宫下坠']"
金星蕨,11,水蕨菜、白毛蛇、毛毛蛇、篦子草,苦、寒,肝,清热、解毒、利尿、止血,"['烫伤', '吐血', '痢疾', '小便不利', '外伤出血']"
刺黄连,11,0,苦、寒,肝、胃,清热、消炎、消肿、止痛,"['肝炎', '口舌生疮', '小便淋痛', '烫伤']"
苹果叶,11,0,苦、寒,肝、肾,凉血、解毒,"['产后血晕', '月经不调', '发热', '热毒疮瓣', '烫伤']"
黄柏,11,黄檗、元柏、檗木、檗皮,苦、寒,肾、膀胱,清热、燥湿、泻火、解毒,"['湿热痢疾', '泄泻', '黄疸', '梦遗', '淋浊', '带下', '骨蒸劳热', '以及口舌生疮', '目赤肿痛', '痈疽疮毒', '皮肤湿疹']"
